symbol,name,sector,current_volume,avg_volume_7d,volume_ratio,recent_swing_low,previous_swing_low,low_diff,low_diff_pct,current_price
RELIANCE,Reliance Industries Ltd,Energy,18302218,12796480,1.43,1271.6,1290.0,18.4,1.43,1327.2
