date,day_of_week,expiry_type,chart,nifty_open,nifty_high,nifty_low,nifty_close,vix_open,vix_close,vix_predicted_move_pct,actual_range_pct,actual_open_close_pct,intraday_high_pct,intraday_low_pct,range_vs_vix_ratio,diff_pct,vix_accuracy
2023-03-23,Thursday,weekly,▃↓▁↑█↓▂ 📉,17097.4,17205.4,17045.3,17076.9,14.81,14.49,0.78,0.94,0.12,0.63,0.3,1.21,0.16,Overestimated
2023-03-29,Wednesday,monthly,▂↓▁↑█↓▆ 📈,16977.3,17126.15,16940.6,17080.7,15.1,13.63,0.79,1.09,0.61,0.88,0.22,1.38,0.3,Underestimated
2023-04-06,Thursday,weekly,▃↓▁↑█↓▆ 📈,17533.85,17638.7,17502.85,17599.15,12.41,11.8,0.65,0.77,0.37,0.6,0.18,1.19,0.13,Overestimated
2023-04-13,Thursday,weekly,▆↓▁↑█↓▇ 📈,17807.3,17842.15,17729.65,17828.0,12.27,11.91,0.64,0.63,0.12,0.2,0.44,0.98,-0.01,Overestimated
2023-04-20,Thursday,weekly,▅↓▁↑█↓▄ 📉,17638.6,17684.45,17584.35,17624.45,12.15,11.94,0.64,0.57,0.08,0.26,0.31,0.89,-0.07,Overestimated
2023-04-27,Thursday,monthly,▂↓▁↑█↓▇ 📈,17813.1,17931.6,17797.9,17915.05,11.65,11.43,0.61,0.75,0.57,0.67,0.09,1.23,0.14,Overestimated
2023-05-04,Thursday,weekly,▁↑▁↑█→█ 📈,18081.0,18267.45,18066.7,18255.8,11.84,11.73,0.62,1.11,0.97,1.03,0.08,1.79,0.49,Underestimated
2023-05-11,Thursday,weekly,▆↓▁↑█↓▃ 📉,18357.8,18389.7,18270.4,18297.0,13.08,13.22,0.68,0.65,0.33,0.17,0.48,0.95,-0.03,Overestimated
2023-05-18,Thursday,weekly,█↓▁↑█↓▂ 📉,18287.5,18297.2,18104.85,18129.95,13.11,12.8,0.69,1.05,0.86,0.05,1.0,1.53,0.37,Underestimated
2023-05-25,Thursday,monthly,▄↓▁↑█↓▇ 📈,18268.9,18338.1,18202.4,18321.15,13.11,12.52,0.69,0.74,0.29,0.38,0.36,1.08,0.06,Overestimated
2023-06-01,Thursday,weekly,█↓▁↑█↓▂ 📉,18579.4,18580.3,18464.55,18487.75,11.97,11.6,0.63,0.62,0.49,0.0,0.62,0.99,-0.0,Overestimated
2023-06-08,Thursday,weekly,▆↓▁↑█↓▂ 📉,18725.35,18777.9,18615.6,18634.55,11.44,11.26,0.6,0.87,0.48,0.28,0.59,1.45,0.27,Underestimated
2023-06-15,Thursday,weekly,▇↓▁↑█↓▂ 📉,18774.45,18794.1,18669.05,18688.1,11.16,11.08,0.58,0.67,0.46,0.1,0.56,1.14,0.08,Overestimated
2023-06-22,Thursday,weekly,▆↓▁↑█↓▂ 📉,18853.6,18886.6,18759.5,18771.25,11.29,11.55,0.59,0.67,0.44,0.18,0.5,1.14,0.08,Overestimated
2023-06-28,Wednesday,monthly,▃↓▁↑█↓▆ 📈,18908.15,19011.25,18861.35,18972.1,10.78,10.89,0.56,0.79,0.34,0.55,0.25,1.4,0.23,Underestimated
2023-07-06,Thursday,weekly,▂↓▁↑█↓▇ 📈,19385.7,19512.2,19373.0,19497.3,11.88,11.84,0.62,0.72,0.58,0.65,0.07,1.15,0.1,Overestimated
2023-07-13,Thursday,weekly,▅↓▁↑█↓▂ 📉,19495.2,19567.0,19385.8,19413.75,10.94,10.94,0.57,0.93,0.42,0.37,0.56,1.62,0.36,Underestimated
2023-07-20,Thursday,weekly,▃↓▁↑█→█ 📈,19831.7,19991.85,19758.4,19979.15,11.6,11.79,0.61,1.18,0.74,0.81,0.37,1.94,0.57,Underestimated
2023-07-27,Thursday,monthly,█↓▁↑█↓▂ 📉,19850.9,19867.55,19603.55,19659.9,10.46,10.51,0.55,1.33,0.96,0.08,1.25,2.43,0.78,Underestimated
2023-08-03,Thursday,weekly,▆↓▁↑█↓▃ 📉,19463.75,19537.65,19296.45,19381.65,11.28,11.19,0.59,1.24,0.42,0.38,0.86,2.1,0.65,Underestimated
2023-08-10,Thursday,weekly,▇↓▁↑█↓▄ 📉,19605.55,19623.6,19495.4,19543.1,11.14,11.4,0.58,0.65,0.32,0.09,0.56,1.12,0.07,Overestimated
2023-08-17,Thursday,weekly,▇↓▁↑█↓▃ 📉,19450.55,19461.55,19326.25,19365.25,12.13,12.24,0.64,0.7,0.44,0.06,0.64,1.1,0.06,Overestimated
2023-08-24,Thursday,weekly,▆↓▁↑█↓▂ 📉,19535.15,19584.45,19369.0,19386.7,11.73,11.7,0.61,1.1,0.76,0.25,0.85,1.8,0.49,Underestimated
2023-08-31,Thursday,monthly,▇↓▁↑█↓▂ 📉,19375.55,19388.2,19223.65,19253.8,11.8,12.06,0.62,0.85,0.63,0.07,0.78,1.37,0.23,Underestimated
2023-09-07,Thursday,weekly,▃↓▁↑█→█ 📈,19598.65,19737.0,19550.05,19727.05,10.68,10.87,0.56,0.95,0.66,0.71,0.25,1.71,0.39,Underestimated
2023-09-14,Thursday,weekly,▆↓▁↑█↓▄ 📉,20127.95,20167.65,20043.45,20103.1,11.83,11.32,0.62,0.62,0.12,0.2,0.42,1.0,-0.0,Overestimated
2023-09-21,Thursday,weekly,█↓▁↑█↓▃ 📉,19840.55,19848.75,19709.95,19742.35,11.13,10.82,0.58,0.7,0.49,0.04,0.66,1.2,0.12,Overestimated
2023-09-28,Thursday,monthly,█↓▁↑█↓▂ 📉,19761.8,19766.65,19492.1,19523.55,11.59,12.82,0.61,1.39,1.21,0.02,1.36,2.29,0.78,Underestimated
2023-10-05,Thursday,weekly,▄↓▁↑█↓▆ 📈,19521.85,19576.95,19487.3,19545.75,11.66,10.94,0.61,0.46,0.12,0.28,0.18,0.75,-0.15,Overestimated
2023-10-12,Thursday,weekly,▆↓▁↑█↓▃ 📉,19822.7,19843.3,19772.65,19794.0,10.99,10.62,0.58,0.36,0.14,0.1,0.25,0.62,-0.22,Overestimated
2023-10-19,Thursday,weekly,▂↓▁↑█↓▆ 📈,19545.2,19681.8,19512.35,19624.7,10.97,10.9,0.57,0.87,0.41,0.7,0.17,1.51,0.29,Underestimated
2023-10-26,Thursday,monthly,█↓▁↑█↓▂ 📉,19027.25,19041.7,18837.85,18857.25,11.31,11.73,0.59,1.07,0.89,0.08,1.0,1.81,0.48,Underestimated
2023-11-02,Thursday,weekly,▅↓▁↑█↓▅ 📈,19120.0,19175.25,19064.15,19133.25,12.05,11.08,0.63,0.58,0.07,0.29,0.29,0.92,-0.05,Overestimated
2023-11-09,Thursday,weekly,▇↓▁↑█↓▂ 📉,19457.4,19463.9,19378.35,19395.3,11.04,10.98,0.58,0.44,0.32,0.03,0.41,0.76,-0.14,Overestimated
2023-11-16,Thursday,weekly,▂↓▁↑█↓▅ 📈,19674.7,19875.25,19627.0,19765.2,11.14,11.65,0.58,1.26,0.46,1.02,0.24,2.16,0.68,Underestimated
2023-11-23,Thursday,weekly,▄↓▁↑█↓▂ 📉,19828.45,19875.15,19786.75,19802.0,11.87,11.32,0.62,0.45,0.13,0.24,0.21,0.72,-0.18,Overestimated
2023-11-30,Thursday,monthly,▆↓▁↑█↓▇ 📈,20108.5,20158.7,20015.85,20133.15,12.71,12.69,0.67,0.71,0.12,0.25,0.46,1.07,0.04,Overestimated
2023-12-07,Thursday,weekly,▇↓▁↑█↓▅ 📉,20932.4,20941.25,20850.8,20901.15,13.74,12.67,0.72,0.43,0.15,0.04,0.39,0.6,-0.29,Overestimated
2023-12-14,Thursday,weekly,▃↓▁↑█↓▇ 📈,21110.4,21210.9,21074.45,21182.7,12.07,12.32,0.63,0.65,0.34,0.48,0.17,1.02,0.01,Overestimated
2023-12-21,Thursday,weekly,▂↓▁↑█↓▇ 📈,21033.95,21288.35,20976.8,21255.05,14.45,13.76,0.76,1.48,1.05,1.21,0.27,1.96,0.72,Underestimated
2023-12-28,Thursday,monthly,▃↓▁↑█↓▇ 📈,21715.0,21801.45,21678.0,21778.7,15.56,15.14,0.81,0.57,0.29,0.4,0.17,0.7,-0.25,Overestimated
2024-01-04,Thursday,weekly,▃↓▁↑█↓▆ 📈,21605.8,21685.65,21564.55,21658.6,14.1,13.33,0.74,0.56,0.24,0.37,0.19,0.76,-0.18,Overestimated
2024-01-11,Thursday,weekly,▆↓▁↑█↓▄ 📉,21688.0,21726.5,21593.75,21647.2,12.97,12.77,0.68,0.61,0.19,0.18,0.43,0.9,-0.07,Overestimated
2024-01-18,Thursday,weekly,▅↓▁↑█↓▆ 📈,21414.2,21539.4,21285.55,21462.25,15.08,14.07,0.79,1.19,0.22,0.58,0.6,1.5,0.4,Underestimated
2024-01-25,Thursday,monthly,█↓▁↑█↓▄ 📉,21454.6,21459.0,21247.05,21352.6,14.38,13.87,0.75,0.99,0.48,0.02,0.97,1.31,0.24,Underestimated
2024-02-01,Thursday,weekly,▆↓▁↑█↓▃ 📉,21780.65,21832.95,21658.75,21697.45,16.05,14.46,0.84,0.8,0.38,0.24,0.56,0.95,-0.04,Overestimated
2024-02-08,Thursday,weekly,█↓▁↑█↓▂ 📉,22009.65,22011.05,21665.3,21717.95,15.51,15.83,0.81,1.57,1.33,0.01,1.56,1.93,0.76,Underestimated
2024-02-15,Thursday,weekly,▆↓▁↑█↓▆ 📈,21906.55,21953.85,21794.8,21910.75,15.44,15.23,0.81,0.73,0.02,0.22,0.51,0.9,-0.08,Overestimated
2024-02-22,Thursday,weekly,▅↓▁↑█↓▇ 📈,22081.55,22252.5,21875.25,22217.45,15.93,15.2,0.83,1.71,0.62,0.77,0.93,2.05,0.87,Underestimated
2024-02-29,Thursday,monthly,▄↓▁↑█↓▅ 📈,21935.2,22060.55,21860.65,21982.8,16.33,15.57,0.85,0.91,0.22,0.57,0.34,1.07,0.06,Overestimated
2024-03-07,Thursday,weekly,▇↓▁↑█↓▆ 📉,22505.3,22525.65,22430.0,22493.55,14.3,13.61,0.75,0.43,0.05,0.09,0.33,0.57,-0.32,Overestimated
2024-03-14,Thursday,weekly,▃↓▁↑█↓▇ 📈,21982.55,22204.6,21917.5,22146.65,14.43,13.62,0.76,1.31,0.75,1.01,0.3,1.73,0.55,Underestimated
2024-03-21,Thursday,weekly,▃↓▁↑█↓▅ 📈,21989.9,22080.95,21941.3,22011.95,13.47,12.51,0.71,0.64,0.1,0.41,0.22,0.9,-0.07,Overestimated
2024-03-28,Thursday,monthly,▁↑▁↑█↓▄ 📈,22163.6,22516.0,22163.6,22326.9,12.7,12.83,0.66,1.59,0.74,1.59,0.0,2.39,0.93,Underestimated
2024-04-04,Thursday,weekly,▇↓▁↑█↓▆ 📉,22592.1,22619.0,22303.8,22514.65,11.37,11.22,0.6,1.4,0.34,0.12,1.28,2.34,0.8,Underestimated
2024-04-10,Wednesday,weekly,▄↓▁↑█↓▆ 📈,22720.25,22775.7,22673.7,22753.8,11.36,11.11,0.59,0.45,0.15,0.24,0.2,0.75,-0.15,Overestimated
2024-04-18,Thursday,weekly,▆↓▁↑█↓▂ 📉,22212.35,22326.5,21961.7,21995.85,12.62,13.04,0.66,1.64,0.97,0.51,1.13,2.49,0.98,Underestimated
2024-04-25,Thursday,monthly,▁↑▁↑█↓▇ 📈,22316.9,22625.95,22305.25,22570.35,10.28,10.73,0.54,1.44,1.14,1.38,0.05,2.67,0.9,Underestimated
2024-05-02,Thursday,weekly,▁↑▁↑█↓▅ 📈,22567.85,22710.5,22567.85,22648.2,12.87,13.45,0.67,0.63,0.36,0.63,0.0,0.94,-0.04,Overestimated
2024-05-09,Thursday,weekly,▆↓▁↑█↓▁ 📉,22224.8,22307.75,21932.4,21957.5,17.08,18.2,0.89,1.69,1.2,0.37,1.32,1.89,0.79,Underestimated
2024-05-16,Thursday,weekly,▆↓▁↑█↓▇ 📈,22319.2,22432.25,22054.55,22403.85,20.27,20.0,1.06,1.69,0.38,0.51,1.19,1.59,0.63,Underestimated
2024-05-23,Thursday,weekly,▂↓▁↑█→█ 📈,22614.1,22993.6,22577.45,22967.65,21.47,21.38,1.12,1.84,1.56,1.68,0.16,1.64,0.72,Underestimated
2024-05-30,Thursday,monthly,▆↓▁↑█↓▃ 📉,22617.45,22705.75,22417.0,22488.65,24.18,24.18,1.27,1.28,0.57,0.39,0.89,1.01,0.01,Overestimated
2024-06-06,Thursday,weekly,▅↓▁↑█↓▆ 📈,22798.6,22910.15,22642.6,22821.4,18.89,16.8,0.99,1.17,0.1,0.49,0.68,1.19,0.18,Overestimated
2024-06-13,Thursday,weekly,█↓▁↑█↓▃ 📉,23480.95,23481.05,23353.9,23398.9,14.39,13.49,0.75,0.54,0.35,0.0,0.54,0.72,-0.21,Overestimated
2024-06-20,Thursday,weekly,▇↓▁↑█↓▆ 📉,23586.15,23624.0,23442.6,23567.0,13.71,13.35,0.72,0.77,0.08,0.16,0.61,1.07,0.05,Overestimated
2024-06-27,Thursday,monthly,▃↓▁↑█↓▇ 📈,23881.55,24087.45,23805.4,24044.5,14.05,14.15,0.74,1.18,0.68,0.86,0.32,1.61,0.45,Underestimated
2024-07-04,Thursday,weekly,▆↓▁↑█↓▂ 📉,24369.95,24401.0,24281.0,24302.15,13.21,12.86,0.69,0.49,0.28,0.13,0.36,0.71,-0.2,Overestimated
2024-07-11,Thursday,weekly,█↓▁↑█↓▅ 📉,24396.55,24402.65,24193.75,24315.95,14.43,14.0,0.76,0.86,0.33,0.03,0.83,1.13,0.1,Overestimated
2024-07-18,Thursday,weekly,▂↓▁↑█↓▇ 📈,24543.8,24837.75,24504.45,24800.85,14.22,14.51,0.74,1.36,1.05,1.2,0.16,1.82,0.61,Underestimated
2024-07-25,Thursday,monthly,▂↓▁↑█↓▇ 📈,24230.95,24426.15,24210.8,24406.1,11.76,12.62,0.62,0.89,0.72,0.81,0.08,1.44,0.27,Underestimated
2024-08-01,Thursday,weekly,▅↓▁↑█↓▄ 📉,25030.95,25078.3,24956.4,25010.9,13.25,12.93,0.69,0.49,0.08,0.19,0.3,0.7,-0.21,Overestimated
2024-08-08,Thursday,weekly,▆↓▁↑█↓▂ 📉,24248.55,24340.5,24079.7,24117.0,16.17,16.6,0.85,1.08,0.54,0.38,0.7,1.27,0.23,Underestimated
2024-08-14,Wednesday,weekly,▇↓▁↑█↓▄ 📉,24184.4,24196.5,24099.7,24143.75,16.17,15.44,0.85,0.4,0.17,0.05,0.35,0.47,-0.45,Overestimated
2024-08-22,Thursday,weekly,█↓▁↑█↓▃ 📉,24863.4,24867.35,24784.45,24811.5,13.33,13.0,0.7,0.33,0.21,0.02,0.32,0.48,-0.36,Overestimated
2024-08-29,Thursday,monthly,▂↓▁↑█↓▇ 📈,25035.3,25192.9,24998.5,25151.95,13.95,13.79,0.73,0.78,0.47,0.63,0.15,1.06,0.05,Overestimated
2024-09-05,Thursday,weekly,▇↓▁↑█↓▂ 📉,25250.5,25275.45,25127.75,25145.1,14.38,14.21,0.75,0.58,0.42,0.1,0.49,0.78,-0.17,Overestimated
2024-09-12,Thursday,weekly,▃↓▁↑█↓▇ 📈,25059.65,25433.35,24941.45,25388.9,13.63,13.18,0.71,1.96,1.31,1.49,0.47,2.75,1.25,Underestimated
2024-09-19,Thursday,weekly,▄↓▁↑█↓▂ 📉,25487.05,25611.95,25376.05,25415.8,13.37,12.47,0.7,0.93,0.28,0.49,0.44,1.32,0.23,Underestimated
2024-09-26,Thursday,monthly,▁↑▁↑█↓▇ 📈,26005.4,26250.9,25998.4,26216.05,12.74,12.0,0.67,0.97,0.81,0.94,0.03,1.46,0.3,Underestimated
2024-10-03,Thursday,weekly,▅↓▁↑█↓▁ 📉,25452.85,25639.45,25230.3,25250.1,11.99,13.17,0.63,1.61,0.8,0.73,0.87,2.56,0.98,Underestimated
2024-10-10,Thursday,weekly,▅↓▁↑█↓▂ 📉,25067.05,25134.05,24979.4,24998.45,14.12,13.5,0.74,0.62,0.27,0.27,0.35,0.83,-0.12,Overestimated
2024-10-17,Thursday,weekly,█↓▁↑█↓▁ 📉,25027.4,25029.5,24728.9,24749.85,13.05,13.39,0.68,1.2,1.11,0.01,1.19,1.76,0.52,Underestimated
2024-10-24,Thursday,weekly,▅↓▁↑█↓▄ 📉,24412.7,24480.65,24341.2,24399.4,14.62,13.97,0.77,0.57,0.05,0.28,0.29,0.75,-0.19,Overestimated
2024-10-31,Thursday,monthly,▇↓▁↑█↓▂ 📉,24349.85,24372.45,24172.6,24205.35,15.51,15.55,0.81,0.82,0.59,0.09,0.73,1.01,0.01,Overestimated
2024-11-07,Thursday,weekly,█↓▁↑█↓▁ 📉,24489.6,24503.35,24179.05,24199.35,14.87,14.94,0.78,1.32,1.19,0.06,1.27,1.7,0.55,Underestimated
2024-11-14,Thursday,weekly,▃↓▁↑█↓▃ 📉,23542.15,23675.9,23484.15,23532.7,15.44,14.78,0.81,0.81,0.04,0.57,0.25,1.01,0.01,Overestimated
2024-11-21,Thursday,weekly,▇↓▁↑█↓▃ 📉,23488.45,23507.3,23263.15,23349.9,15.66,15.99,0.82,1.04,0.59,0.08,0.96,1.27,0.22,Underestimated
2024-11-28,Thursday,monthly,▇↓▁↑█↓▂ 📉,24274.15,24345.75,23873.35,23914.15,14.63,15.21,0.77,1.95,1.48,0.29,1.65,2.54,1.18,Underestimated
2024-12-05,Thursday,weekly,▄↓▁↑█↓▆ 📈,24539.15,24857.75,24295.55,24708.4,14.45,14.53,0.76,2.29,0.69,1.3,0.99,3.03,1.53,Underestimated
2024-12-12,Thursday,weekly,▅↓▁↑█↓▂ 📉,24604.45,24675.25,24527.95,24548.7,13.27,13.19,0.69,0.6,0.23,0.29,0.31,0.86,-0.1,Overestimated
2024-12-19,Thursday,weekly,▁↑▁↑█↓▅ 📈,23877.15,24004.9,23870.3,23951.7,14.37,14.51,0.75,0.56,0.31,0.54,0.03,0.75,-0.19,Overestimated
2024-12-26,Thursday,monthly,▅↓▁↑█↓▄ 📉,23775.8,23854.5,23653.6,23750.2,13.18,14.04,0.69,0.84,0.11,0.33,0.51,1.22,0.15,Overestimated
2025-01-02,Thursday,weekly,▁↑▁↑█↓▇ 📈,23783.0,24226.7,23751.55,24188.65,14.45,13.74,0.76,2.0,1.71,1.87,0.13,2.64,1.24,Underestimated
2025-01-09,Thursday,weekly,▇↓▁↑█↓▂ 📉,23674.75,23689.5,23503.05,23526.5,14.47,14.66,0.76,0.79,0.63,0.06,0.73,1.04,0.03,Overestimated
2025-01-16,Thursday,weekly,▇↓▁↑█↓▃ 📉,23377.25,23391.65,23272.05,23311.8,15.26,15.47,0.8,0.51,0.28,0.06,0.45,0.64,-0.29,Overestimated
2025-01-23,Thursday,weekly,▂↓▁↑█↓▅ 📈,23128.3,23270.8,23090.65,23205.35,16.77,16.7,0.88,0.78,0.33,0.62,0.16,0.89,-0.1,Overestimated
2025-01-30,Thursday,monthly,▂↓▁↑█↓▅ 📈,23169.5,23322.05,23139.2,23249.5,18.64,17.39,0.98,0.79,0.35,0.66,0.13,0.81,-0.19,Overestimated
2025-02-06,Thursday,weekly,█↓▁↑█↓▃ 📉,23761.95,23773.55,23556.25,23603.35,14.08,14.18,0.74,0.91,0.67,0.05,0.87,1.24,0.18,Overestimated
2025-02-13,Thursday,weekly,▃↓▁↑█↓▂ 📉,23055.75,23235.5,22992.2,23031.4,14.9,14.96,0.78,1.06,0.11,0.78,0.28,1.35,0.28,Underestimated
2025-02-20,Thursday,weekly,▂↓▁↑█↓▇ 📈,22821.1,22923.85,22812.75,22913.15,15.42,14.68,0.81,0.49,0.4,0.45,0.04,0.6,-0.32,Overestimated
2025-02-27,Thursday,monthly,▅↓▁↑█↓▃ 📉,22568.95,22613.3,22508.4,22545.05,13.72,13.31,0.72,0.46,0.11,0.2,0.27,0.65,-0.25,Overestimated
2025-03-06,Thursday,weekly,▆↓▁↑█→█ 📈,22476.35,22556.45,22245.85,22544.7,13.67,13.73,0.72,1.38,0.3,0.36,1.03,1.93,0.67,Underestimated
2025-03-13,Thursday,weekly,▇↓▁↑█↓▂ 📉,22541.5,22558.05,22377.35,22397.2,13.69,13.28,0.72,0.8,0.64,0.07,0.73,1.12,0.08,Overestimated
2025-03-20,Thursday,weekly,▃↓▁↑█↓▇ 📈,23036.6,23216.7,22973.95,23190.65,13.3,12.6,0.7,1.05,0.67,0.78,0.27,1.51,0.36,Underestimated
2025-03-27,Thursday,monthly,▂↓▁↑█↓▆ 📈,23433.95,23646.45,23412.2,23591.95,13.47,13.3,0.71,1.0,0.67,0.91,0.09,1.42,0.29,Underestimated
2025-04-03,Thursday,weekly,▁↑▁↑█↓▆ 📈,23150.3,23306.5,23145.8,23250.1,13.72,13.6,0.72,0.69,0.43,0.67,0.02,0.97,-0.02,Overestimated
2025-04-09,Wednesday,weekly,▇↓▁↑█↓▄ 📉,22460.3,22468.7,22353.25,22399.15,20.44,21.43,1.07,0.51,0.27,0.04,0.48,0.48,-0.56,Overestimated
2025-04-17,Thursday,weekly,▂↓▁↑█→█ 📈,23401.85,23872.35,23298.55,23851.65,15.87,15.47,0.83,2.45,1.92,2.01,0.44,2.95,1.62,Underestimated
2025-04-24,Thursday,monthly,▄↓▁↑█↓▃ 📉,24277.9,24347.85,24216.15,24246.7,15.96,16.25,0.84,0.54,0.13,0.29,0.25,0.65,-0.29,Overestimated
2025-04-30,Wednesday,weekly,▆↓▁↑█↓▆ 📉,24342.05,24396.15,24198.75,24334.2,17.37,18.22,0.91,0.81,0.03,0.22,0.59,0.89,-0.1,Overestimated
2025-05-08,Thursday,weekly,█↓▁↑█↓▄ 📉,24431.5,24447.25,24150.2,24273.8,19.06,21.01,1.0,1.22,0.65,0.06,1.15,1.22,0.22,Underestimated
2025-05-15,Thursday,weekly,▃↓▁↑█↓▇ 📈,24694.45,25116.25,24494.45,25062.1,17.23,16.89,0.9,2.52,1.49,1.71,0.81,2.79,1.62,Underestimated
2025-05-22,Thursday,weekly,█↓▁↑█↓▅ 📉,24733.95,24737.5,24462.4,24609.7,17.55,17.26,0.92,1.11,0.5,0.01,1.1,1.21,0.19,Overestimated
2025-05-29,Thursday,monthly,▆↓▁↑█↓▆ 📈,24825.1,24892.6,24677.3,24833.6,18.02,16.42,0.94,0.87,0.03,0.27,0.6,0.92,-0.08,Overestimated
2025-06-05,Thursday,weekly,▃↓▁↑█↓▄ 📈,24691.2,24899.85,24613.1,24750.9,15.75,15.08,0.82,1.16,0.24,0.85,0.32,1.41,0.34,Underestimated
2025-06-12,Thursday,weekly,▇↓▁↑█↓▂ 📉,25164.45,25196.2,24825.9,24888.2,13.67,14.02,0.72,1.47,1.1,0.13,1.35,2.06,0.76,Underestimated
2025-06-19,Thursday,weekly,▅↓▁↑█↓▄ 📉,24803.25,24863.1,24733.4,24793.25,14.28,14.26,0.75,0.52,0.04,0.24,0.28,0.7,-0.22,Overestimated
2025-06-26,Thursday,monthly,▁↑▁↑█→█ 📈,25268.95,25565.3,25259.9,25549.0,12.96,12.59,0.68,1.21,1.11,1.17,0.04,1.78,0.53,Underestimated
2025-07-03,Thursday,weekly,▅↓▁↑█↓▂ 📉,25505.1,25587.5,25384.35,25405.3,12.45,12.39,0.65,0.8,0.39,0.32,0.47,1.22,0.14,Overestimated
2025-07-10,Thursday,weekly,█↓▁↑█↓▂ 📉,25511.65,25524.05,25340.45,25355.25,11.94,11.67,0.63,0.72,0.61,0.05,0.67,1.15,0.09,Overestimated
2025-07-17,Thursday,weekly,█↓▁↑█↓▂ 📉,25230.75,25238.35,25101.0,25111.45,11.24,11.24,0.59,0.54,0.47,0.03,0.51,0.93,-0.04,Overestimated
2025-07-24,Thursday,weekly,█↓▁↑█↓▂ 📉,25243.3,25246.25,25018.7,25062.1,10.52,10.72,0.55,0.9,0.72,0.01,0.89,1.64,0.35,Underestimated
2025-07-31,Thursday,monthly,▁↑▁↑█↓▄ 📈,24642.25,24956.5,24635.0,24768.35,11.21,11.54,0.59,1.3,0.51,1.28,0.03,2.22,0.72,Underestimated
2025-08-07,Thursday,weekly,▄↓▁↑█↓▇ 📈,24464.2,24634.2,24344.15,24596.15,11.96,11.69,0.63,1.19,0.54,0.69,0.49,1.89,0.56,Underestimated
2025-08-14,Thursday,weekly,▂↓▁↑█↓▄ 📈,24607.25,24673.65,24596.9,24631.3,12.14,12.36,0.64,0.31,0.1,0.27,0.04,0.49,-0.32,Overestimated
2025-08-21,Thursday,weekly,▇↓▁↑█↓▃ 📉,25142.0,25153.65,25054.9,25083.75,11.79,11.37,0.62,0.39,0.23,0.05,0.35,0.64,-0.22,Overestimated
2025-08-28,Thursday,monthly,█↓▁↑█↓▂ 📉,24695.8,24702.65,24481.6,24500.9,12.19,12.18,0.64,0.9,0.79,0.03,0.87,1.4,0.26,Underestimated
2025-09-02,Tuesday,weekly,▅↓▁↑█↓▃ 📉,24653.0,24756.1,24522.35,24579.6,11.29,11.4,0.59,0.95,0.3,0.42,0.53,1.6,0.36,Underestimated
2025-09-09,Tuesday,weekly,▆↓▁↑█↓▆ 📈,24864.1,24891.8,24814.0,24868.6,10.84,10.69,0.57,0.31,0.02,0.11,0.2,0.55,-0.25,Overestimated
2025-09-16,Tuesday,weekly,▁↑▁↑█↓▇ 📈,25073.6,25261.4,25070.45,25239.1,10.4,10.27,0.54,0.76,0.66,0.75,0.01,1.4,0.22,Underestimated
2025-09-23,Tuesday,weekly,▆↓▁↑█↓▄ 📉,25209.0,25261.9,25084.65,25169.5,10.56,10.63,0.55,0.7,0.16,0.21,0.49,1.27,0.15,Overestimated
2025-09-30,Tuesday,monthly,▆↓▁↑█↓▂ 📉,24691.95,24731.8,24587.7,24611.1,11.37,11.07,0.6,0.58,0.33,0.16,0.42,0.98,-0.01,Overestimated
2025-10-07,Tuesday,weekly,▁↑▁↑█↓▃ 📈,25085.3,25220.9,25076.3,25108.3,10.19,10.05,0.53,0.58,0.09,0.54,0.04,1.08,0.04,Overestimated
2025-10-14,Tuesday,weekly,▇↓▁↑█↓▃ 📉,25277.55,25310.35,25060.55,25145.5,11.01,11.16,0.58,0.99,0.52,0.13,0.86,1.71,0.41,Underestimated
2025-10-21,Tuesday,weekly,▆↓▁↑█↓▄ 📉,25901.2,25934.35,25825.8,25868.6,11.36,11.3,0.59,0.42,0.13,0.13,0.29,0.7,-0.18,Overestimated
2025-10-28,Tuesday,monthly,▅↓▁↑█↓▅ 📉,25939.95,26041.7,25810.05,25936.2,11.86,11.95,0.62,0.89,0.01,0.39,0.5,1.44,0.27,Underestimated
2025-11-04,Tuesday,weekly,▇↓▁↑█↓▂ 📉,25744.75,25787.4,25578.4,25597.65,12.67,12.65,0.66,0.81,0.57,0.17,0.65,1.22,0.15,Overestimated
2025-11-11,Tuesday,weekly,▅↓▁↑█↓▇ 📈,25617.0,25715.8,25449.25,25694.95,12.3,12.49,0.64,1.04,0.3,0.39,0.65,1.62,0.4,Underestimated
2025-11-18,Tuesday,weekly,█↓▁↑█↓▃ 📉,26021.8,26029.85,25876.5,25910.05,11.79,12.1,0.62,0.59,0.43,0.03,0.56,0.95,-0.03,Overestimated
2025-11-25,Tuesday,monthly,▇↓▁↑█↓▂ 📉,25998.5,26032.6,25857.5,25884.8,13.24,12.24,0.69,0.67,0.44,0.13,0.54,0.97,-0.02,Overestimated
2025-12-02,Tuesday,weekly,▅↓▁↑█↓▃ 📉,26087.95,26154.6,25997.85,26032.2,11.63,11.23,0.61,0.6,0.21,0.26,0.35,0.99,-0.01,Overestimated
2025-12-09,Tuesday,weekly,▆↓▁↑█↓▅ 📉,25867.1,25923.65,25728.0,25839.65,11.13,10.95,0.58,0.76,0.11,0.22,0.54,1.3,0.17,Overestimated
2025-12-16,Tuesday,weekly,▇↓▁↑█↓▂ 📉,25951.5,25980.75,25834.35,25860.1,10.25,10.06,0.54,0.56,0.35,0.11,0.45,1.05,0.03,Overestimated
