date,day_of_week,expiry_type,chart,nifty_open,nifty_high,nifty_low,nifty_close,vix_open,vix_close,vix_predicted_move_pct,actual_range_pct,actual_open_close_pct,intraday_high_pct,intraday_low_pct,range_vs_vix_ratio,diff_pct,vix_accuracy,move_direction,close_in_prev_range,prev_close_to_close_pct,close_vs_prev_range,t1_fii_fut_daily,t1_fii_call_daily,t1_fii_put_daily,t1_fii_stance,t1_pro_fut_daily,t1_pro_call_daily,t1_pro_put_daily,t1_pro_stance,expiry_risk_level,observation
2023-06-22,Thursday,weekly,▆↓▁↑█↓▂ 📉,18853.6,18886.6,18759.5,18771.25,11.29,11.55,0.59,0.67,0.44,0.18,0.5,1.14,0.08,Overestimated,Top to Down,No,-0.45,Below Low,2012,-15171,-47535,FII Confident (sold puts >20K),5127,-69433,-124613,PRO Confident (sold puts >20K),SAFE (0% blowout history),Normal day | VIX prediction was accurate within 0.5%
2023-06-28,Wednesday,monthly,▃↓▁↑█↓▆ 📈,18908.15,19011.25,18861.35,18972.1,10.78,10.89,0.56,0.79,0.34,0.55,0.25,1.4,0.23,Overestimated,Down to Up,No,0.82,Above High,35463,105144,43534,FII Hedging (bought puts >20K),-26572,306024,-238978,PRO Bearish (sold fut >10K),HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2023-07-06,Thursday,weekly,▂↓▁↑█↓▇ 📈,19385.7,19512.2,19373.0,19497.3,11.88,11.84,0.62,0.72,0.58,0.65,0.07,1.15,0.1,Overestimated,Down to Up,No,0.51,Above High,4605,-81882,-50269,FII Confident (sold puts >20K),32,-151473,-8003,PRO Mildly Bearish,SAFE (0% blowout history),Normal day | VIX prediction was accurate within 0.5%
2023-07-13,Thursday,weekly,▅↓▁↑█↓▂ 📉,19495.2,19567.0,19385.8,19413.75,10.94,10.94,0.57,0.93,0.42,0.37,0.56,1.62,0.36,Overestimated,Top to Down,Yes,0.15,Within Range,1441,-31714,27702,FII Hedging (bought puts >20K),4191,-198964,2275,PRO Mildly Bearish,HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2023-07-20,Thursday,weekly,▃↓▁↑█→█ 📈,19831.7,19991.85,19758.4,19979.15,11.6,11.79,0.61,1.18,0.74,0.81,0.37,1.94,0.57,Underestimated,Down to Up,No,0.74,Above High,-3464,37142,-28975,FII Confident (sold puts >20K),-2485,48730,-219608,PRO Confident (sold puts >20K),SAFE (0% blowout history),BLOWOUT Down to Up | Actual 1.18% vs VIX predicted 0.61% (miss: +0.57%)
2023-07-27,Thursday,monthly,█↓▁↑█↓▂ 📉,19850.9,19867.55,19603.55,19659.9,10.46,10.51,0.55,1.33,0.96,0.08,1.25,2.43,0.78,Underestimated,Top to Down,No,-0.6,Below Low,4725,-44464,-96820,FII Confident (sold puts >20K),-3905,150720,-77283,PRO Confident (sold puts >20K),SAFE (0% blowout history),BLOWOUT Top to Down | Actual 1.33% vs VIX predicted 0.55% (miss: +0.78%)
2023-08-03,Thursday,weekly,▆↓▁↑█↓▃ 📉,19463.75,19537.65,19296.45,19381.65,11.28,11.19,0.59,1.24,0.42,0.38,0.86,2.1,0.65,Underestimated,Top to Down,No,-0.74,Below Low,-9763,32013,93709,FII Hedging (bought puts >20K),-8813,-393317,-136481,PRO Confident (sold puts >20K),HIGH (50% blowout history),BLOWOUT Top to Down | Actual 1.24% vs VIX predicted 0.59% (miss: +0.65%)
2023-08-10,Thursday,weekly,▇↓▁↑█↓▄ 📉,19605.55,19623.6,19495.4,19543.1,11.14,11.4,0.58,0.65,0.32,0.09,0.56,1.12,0.07,Overestimated,Top to Down,Yes,-0.46,Within Range,-6057,-37074,-60798,FII Confident (sold puts >20K),5404,77305,-13177,PRO Neutral,SAFE (0% blowout history),Normal day | VIX prediction was accurate within 0.5%
2023-08-17,Thursday,weekly,▇↓▁↑█↓▃ 📉,19450.55,19461.55,19326.25,19365.25,12.13,12.24,0.64,0.7,0.44,0.06,0.64,1.1,0.06,Overestimated,Top to Down,Yes,-0.51,Within Range,879,-28102,46964,FII Hedging (bought puts >20K),-3476,-73809,-204704,PRO Confident (sold puts >20K),HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2023-08-24,Thursday,weekly,▆↓▁↑█↓▂ 📉,19535.15,19584.45,19369.0,19386.7,11.73,11.7,0.61,1.1,0.76,0.25,0.85,1.8,0.49,Overestimated,Top to Down,Yes,-0.29,Within Range,9613,-35887,-94939,FII Confident (sold puts >20K),-13059,162639,-306237,PRO Bearish (sold fut >10K),SAFE (0% blowout history),Normal day | VIX prediction was accurate within 0.5%
2023-08-31,Thursday,monthly,▇↓▁↑█↓▂ 📉,19375.55,19388.2,19223.65,19253.8,11.8,12.06,0.62,0.85,0.63,0.07,0.78,1.37,0.23,Overestimated,Top to Down,No,-0.48,Below Low,-1261,-84620,-113863,FII Confident (sold puts >20K),10371,-286625,110275,PRO Hedging (bought puts >20K),SAFE (0% blowout history),Normal day | VIX prediction was accurate within 0.5%
2023-09-07,Thursday,weekly,▃↓▁↑█→█ 📈,19598.65,19737.0,19550.05,19727.05,10.68,10.87,0.56,0.95,0.66,0.71,0.25,1.71,0.39,Overestimated,Down to Up,No,0.59,Above High,-2924,-140946,-606,FII Mildly Bearish,8646,146250,147870,PRO Hedging (bought puts >20K),MODERATE (33% blowout history),Normal day | VIX prediction was accurate within 0.5%
2023-09-14,Thursday,weekly,▆↓▁↑█↓▄ 📉,20127.95,20167.65,20043.45,20103.1,11.83,11.32,0.62,0.62,0.12,0.2,0.42,1.0,-0.0,Overestimated,Top to Down,No,0.16,Above High,14424,-113060,-196621,FII Bullish (bought fut + sold puts),-18948,229742,61529,PRO Very Bearish (sold fut >10K + bought puts >20K),SAFE (0% blowout history),Normal day | VIX prediction was accurate within 0.5%
2023-09-21,Thursday,weekly,█↓▁↑█↓▃ 📉,19840.55,19848.75,19709.95,19742.35,11.13,10.82,0.58,0.7,0.49,0.04,0.66,1.2,0.12,Overestimated,Top to Down,No,-0.8,Below Low,-25082,-146277,-96374,FII Bearish (sold fut >10K),3934,-21964,82214,PRO Hedging (bought puts >20K),HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2023-09-28,Thursday,monthly,█↓▁↑█↓▂ 📉,19761.8,19766.65,19492.1,19523.55,11.59,12.82,0.61,1.39,1.21,0.02,1.36,2.29,0.78,Underestimated,Top to Down,No,-0.98,Below Low,-13829,31255,-22273,FII Bearish (sold fut >10K),-1383,-26761,-227709,PRO Confident (sold puts >20K),HIGH (50% blowout history),BLOWOUT Top to Down | Actual 1.39% vs VIX predicted 0.61% (miss: +0.78%)
2023-10-05,Thursday,weekly,▄↓▁↑█↓▆ 📈,19521.85,19576.95,19487.3,19545.75,11.66,10.94,0.61,0.46,0.12,0.28,0.18,0.75,-0.15,Overestimated,Down to Up,No,0.56,Above High,-6335,-12128,-33217,FII Confident (sold puts >20K),9554,73677,-13615,PRO Neutral,SAFE (0% blowout history),Normal day | VIX prediction was accurate within 0.5%
2023-10-12,Thursday,weekly,▆↓▁↑█↓▃ 📉,19822.7,19843.3,19772.65,19794.0,10.99,10.62,0.58,0.36,0.14,0.1,0.25,0.62,-0.22,Overestimated,Top to Down,Yes,-0.09,Within Range,11881,142493,167187,FII Hedging (bought puts >20K),3960,-219533,98004,PRO Hedging (bought puts >20K),HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2023-10-19,Thursday,weekly,▂↓▁↑█↓▆ 📈,19545.2,19681.8,19512.35,19624.7,10.97,10.9,0.57,0.87,0.41,0.7,0.17,1.51,0.29,Overestimated,Down to Up,No,-0.24,Below Low,-7934,-145708,-139141,FII Confident (sold puts >20K),22205,55647,227104,PRO Hedging (bought puts >20K),SAFE (0% blowout history),Normal day | VIX prediction was accurate within 0.5%
2023-10-26,Thursday,monthly,█↓▁↑█↓▂ 📉,19027.25,19041.7,18837.85,18857.25,11.31,11.73,0.59,1.07,0.89,0.08,1.0,1.81,0.48,Overestimated,Top to Down,No,-1.39,Below Low,-1808,176553,202841,FII Hedging (bought puts >20K),-14950,-325517,-225906,PRO Bearish (sold fut >10K),HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2023-11-02,Thursday,weekly,▅↓▁↑█↓▅ 📈,19120.0,19175.25,19064.15,19133.25,12.05,11.08,0.63,0.58,0.07,0.29,0.29,0.92,-0.05,Overestimated,Down to Up,No,0.76,Above High,-4843,194903,162591,FII Hedging (bought puts >20K),-827,115848,101374,PRO Hedging (bought puts >20K),HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2023-11-09,Thursday,weekly,▇↓▁↑█↓▂ 📉,19457.4,19463.9,19378.35,19395.3,11.04,10.98,0.58,0.44,0.32,0.03,0.41,0.76,-0.14,Overestimated,Top to Down,No,-0.25,Below Low,-5061,75240,149930,FII Hedging (bought puts >20K),9920,-187786,254071,PRO Hedging (bought puts >20K),HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2023-11-16,Thursday,weekly,▂↓▁↑█↓▅ 📈,19674.7,19875.25,19627.0,19765.2,11.14,11.65,0.58,1.26,0.46,1.02,0.24,2.16,0.68,Underestimated,Down to Up,No,0.46,Above High,4216,-67772,-39171,FII Confident (sold puts >20K),-667,51436,-57555,PRO Confident (sold puts >20K),SAFE (0% blowout history),BLOWOUT Down to Up | Actual 1.26% vs VIX predicted 0.58% (miss: +0.68%)
2023-11-23,Thursday,weekly,▄↓▁↑█↓▂ 📉,19828.45,19875.15,19786.75,19802.0,11.87,11.32,0.62,0.45,0.13,0.24,0.21,0.72,-0.18,Overestimated,Top to Down,Yes,-0.05,Within Range,3365,10495,10844,FII Neutral,300,232341,11251,PRO Neutral,LOW (9% blowout history),Normal day | VIX prediction was accurate within 0.5%
2023-11-30,Thursday,monthly,▆↓▁↑█↓▇ 📈,20108.5,20158.7,20015.85,20133.15,12.71,12.69,0.67,0.71,0.12,0.25,0.46,1.07,0.04,Overestimated,Down to Up,No,0.18,Above High,13053,44376,-73504,FII Bullish (bought fut + sold puts),28196,41785,-406548,PRO Bullish (bought fut + sold puts),SAFE (0% blowout history),Normal day | VIX prediction was accurate within 0.5%
2023-12-07,Thursday,weekly,▇↓▁↑█↓▅ 📉,20932.4,20941.25,20850.8,20901.15,13.74,12.67,0.72,0.43,0.15,0.04,0.39,0.6,-0.29,Overestimated,Top to Down,Yes,-0.17,Within Range,26672,201950,168407,FII Hedging (bought puts >20K),-11765,69254,239044,PRO Very Bearish (sold fut >10K + bought puts >20K),HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2023-12-14,Thursday,weekly,▃↓▁↑█↓▇ 📈,21110.4,21210.9,21074.45,21182.7,12.07,12.32,0.63,0.65,0.34,0.48,0.17,1.02,0.01,Overestimated,Down to Up,No,1.23,Above High,-11533,139129,106860,FII Very Bearish (sold fut >10K + bought puts >20K),-65,147878,-87235,PRO Confident (sold puts >20K),HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2023-12-21,Thursday,weekly,▂↓▁↑█↓▇ 📈,21033.95,21288.35,20976.8,21255.05,14.45,13.76,0.76,1.48,1.05,1.21,0.27,1.96,0.72,Underestimated,Down to Up,Yes,0.5,Within Range,20041,-133614,-136401,FII Bullish (bought fut + sold puts),-4503,-141152,220243,PRO Hedging (bought puts >20K),SAFE (0% blowout history),BLOWOUT Down to Up | Actual 1.48% vs VIX predicted 0.76% (miss: +0.72%)
2023-12-28,Thursday,monthly,▃↓▁↑█↓▇ 📈,21715.0,21801.45,21678.0,21778.7,15.56,15.14,0.81,0.57,0.29,0.4,0.17,0.7,-0.25,Overestimated,Down to Up,No,0.57,Above High,-3324,58973,143833,FII Hedging (bought puts >20K),-1577,90704,-298350,PRO Confident (sold puts >20K),HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2024-01-04,Thursday,weekly,▃↓▁↑█↓▆ 📈,21605.8,21685.65,21564.55,21658.6,14.1,13.33,0.74,0.56,0.24,0.37,0.19,0.76,-0.18,Overestimated,Down to Up,Yes,0.66,Within Range,-8867,-172373,-234421,FII Confident (sold puts >20K),4088,314033,86767,PRO Hedging (bought puts >20K),SAFE (0% blowout history),Normal day | VIX prediction was accurate within 0.5%
2024-01-11,Thursday,weekly,▆↓▁↑█↓▄ 📉,21688.0,21726.5,21593.75,21647.2,12.97,12.77,0.68,0.61,0.19,0.18,0.43,0.9,-0.07,Overestimated,Top to Down,No,0.13,Above High,-7901,-15582,46954,FII Hedging (bought puts >20K),1388,446664,-68762,PRO Confident (sold puts >20K),HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2024-01-18,Thursday,weekly,▅↓▁↑█↓▆ 📈,21414.2,21539.4,21285.55,21462.25,15.08,14.07,0.79,1.19,0.22,0.58,0.6,1.5,0.4,Overestimated,Down to Up,No,-0.51,Below Low,-58945,-452583,-417203,FII Bearish (sold fut >10K),-12740,-194972,354358,PRO Very Bearish (sold fut >10K + bought puts >20K),HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2024-01-25,Thursday,monthly,█↓▁↑█↓▄ 📉,21454.6,21459.0,21247.05,21352.6,14.38,13.87,0.75,0.99,0.48,0.02,0.97,1.31,0.24,Overestimated,Top to Down,Yes,-0.47,Within Range,10273,-27553,-62764,FII Bullish (bought fut + sold puts),5776,107280,-155248,PRO Confident (sold puts >20K),SAFE (0% blowout history),Normal day | VIX prediction was accurate within 0.5%
2024-02-01,Thursday,weekly,▆↓▁↑█↓▃ 📉,21780.65,21832.95,21658.75,21697.45,16.05,14.46,0.84,0.8,0.38,0.24,0.56,0.95,-0.04,Overestimated,Top to Down,Yes,-0.13,Within Range,12605,-62459,-112361,FII Bullish (bought fut + sold puts),5781,-4781,-240751,PRO Confident (sold puts >20K),SAFE (0% blowout history),Normal day | VIX prediction was accurate within 0.5%
2024-02-08,Thursday,weekly,█↓▁↑█↓▂ 📉,22009.65,22011.05,21665.3,21717.95,15.51,15.83,0.81,1.57,1.33,0.01,1.56,1.93,0.76,Underestimated,Top to Down,No,-0.97,Below Low,-20076,84444,101924,FII Very Bearish (sold fut >10K + bought puts >20K),11654,169171,97061,PRO Hedging (bought puts >20K),HIGH (50% blowout history),BLOWOUT Top to Down | Actual 1.57% vs VIX predicted 0.81% (miss: +0.76%)
2024-02-15,Thursday,weekly,▆↓▁↑█↓▆ 📈,21906.55,21953.85,21794.8,21910.75,15.44,15.23,0.81,0.73,0.02,0.22,0.51,0.9,-0.08,Overestimated,Down to Up,No,0.32,Above High,1745,107664,142370,FII Hedging (bought puts >20K),-433,-115766,-76704,PRO Confident (sold puts >20K),HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2024-02-22,Thursday,weekly,▅↓▁↑█↓▇ 📈,22081.55,22252.5,21875.25,22217.45,15.93,15.2,0.83,1.71,0.62,0.77,0.93,2.05,0.87,Underestimated,Down to Up,Yes,0.74,Within Range,7384,157060,110117,FII Hedging (bought puts >20K),-11309,-334140,424509,PRO Very Bearish (sold fut >10K + bought puts >20K),HIGH (50% blowout history),BLOWOUT Down to Up | Actual 1.71% vs VIX predicted 0.83% (miss: +0.87%)
2024-02-29,Thursday,monthly,▄↓▁↑█↓▅ 📈,21935.2,22060.55,21860.65,21982.8,16.33,15.57,0.85,0.91,0.22,0.57,0.34,1.07,0.06,Overestimated,Down to Up,Yes,0.14,Within Range,-2925,-238966,-154886,FII Confident (sold puts >20K),8711,-533143,61689,PRO Hedging (bought puts >20K),SAFE (0% blowout history),Normal day | VIX prediction was accurate within 0.5%
2024-03-07,Thursday,weekly,▇↓▁↑█↓▆ 📉,22505.3,22525.65,22430.0,22493.55,14.3,13.61,0.75,0.43,0.05,0.09,0.33,0.57,-0.32,Overestimated,Top to Down,Yes,0.09,Within Range,18600,161278,163373,FII Hedging (bought puts >20K),12837,-6875,52949,PRO Hedging (bought puts >20K),HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2024-03-14,Thursday,weekly,▃↓▁↑█↓▇ 📈,21982.55,22204.6,21917.5,22146.65,14.43,13.62,0.76,1.31,0.75,1.01,0.3,1.73,0.55,Underestimated,Down to Up,Yes,0.68,Within Range,-13499,3715,78424,FII Very Bearish (sold fut >10K + bought puts >20K),-6208,-228438,-6138,PRO Mildly Bearish,HIGH (50% blowout history),BLOWOUT Down to Up | Actual 1.31% vs VIX predicted 0.76% (miss: +0.55%)
2024-03-21,Thursday,weekly,▃↓▁↑█↓▅ 📈,21989.9,22080.95,21941.3,22011.95,13.47,12.51,0.71,0.64,0.1,0.41,0.22,0.9,-0.07,Overestimated,Down to Up,No,0.79,Above High,-9865,107034,112953,FII Hedging (bought puts >20K),2527,265826,-100238,PRO Confident (sold puts >20K),HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2024-03-28,Thursday,monthly,▁↑▁↑█↓▄ 📈,22163.6,22516.0,22163.6,22326.9,12.7,12.83,0.66,1.59,0.74,1.59,0.0,2.39,0.93,Underestimated,Down to Up,No,0.92,Above High,-15392,76857,130112,FII Very Bearish (sold fut >10K + bought puts >20K),23864,124765,-22238,PRO Bullish (bought fut + sold puts),HIGH (50% blowout history),BLOWOUT Down to Up | Actual 1.59% vs VIX predicted 0.66% (miss: +0.93%)
2024-04-04,Thursday,weekly,▇↓▁↑█↓▆ 📉,22592.1,22619.0,22303.8,22514.65,11.37,11.22,0.6,1.4,0.34,0.12,1.28,2.34,0.8,Underestimated,Top to Down,Yes,0.36,Within Range,-16330,116299,142955,FII Very Bearish (sold fut >10K + bought puts >20K),14199,44801,62505,PRO Hedging (bought puts >20K),HIGH (50% blowout history),BLOWOUT Top to Down | Actual 1.4% vs VIX predicted 0.6% (miss: +0.8%)
2024-04-10,Wednesday,weekly,▄↓▁↑█↓▆ 📈,22720.25,22775.7,22673.7,22753.8,11.36,11.11,0.59,0.45,0.15,0.24,0.2,0.75,-0.15,Overestimated,Down to Up,Yes,0.49,Within Range,27659,167901,162395,FII Hedging (bought puts >20K),-6672,-193062,5548,PRO Mildly Bearish,HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2024-04-18,Thursday,weekly,▆↓▁↑█↓▂ 📉,22212.35,22326.5,21961.7,21995.85,12.62,13.04,0.66,1.64,0.97,0.51,1.13,2.49,0.98,Underestimated,Top to Down,No,-0.69,Below Low,0,0,0,FII Neutral,0,0,0,PRO Neutral,LOW (9% blowout history),BLOWOUT Top to Down | Actual 1.64% vs VIX predicted 0.66% (miss: +0.98%)
2024-04-25,Thursday,monthly,▁↑▁↑█↓▇ 📈,22316.9,22625.95,22305.25,22570.35,10.28,10.73,0.54,1.44,1.14,1.38,0.05,2.67,0.9,Underestimated,Down to Up,No,0.75,Above High,-15438,98567,11016,FII Bearish (sold fut >10K),8553,113264,81750,PRO Hedging (bought puts >20K),HIGH (50% blowout history),BLOWOUT Down to Up | Actual 1.44% vs VIX predicted 0.54% (miss: +0.9%)
2024-05-02,Thursday,weekly,▁↑▁↑█↓▅ 📈,22567.85,22710.5,22567.85,22648.2,12.87,13.45,0.67,0.63,0.36,0.63,0.0,0.94,-0.04,Overestimated,Down to Up,Yes,0.19,Within Range,0,0,0,FII Neutral,0,0,0,PRO Neutral,LOW (9% blowout history),Normal day | VIX prediction was accurate within 0.5%
2024-05-09,Thursday,weekly,▆↓▁↑█↓▁ 📉,22224.8,22307.75,21932.4,21957.5,17.08,18.2,0.89,1.69,1.2,0.37,1.32,1.89,0.79,Underestimated,Top to Down,No,-1.55,Below Low,-26530,-16454,-113542,FII Bearish (sold fut >10K),-14996,314256,-24430,PRO Bearish (sold fut >10K),HIGH (50% blowout history),BLOWOUT Top to Down | Actual 1.69% vs VIX predicted 0.89% (miss: +0.79%)
2024-05-16,Thursday,weekly,▆↓▁↑█↓▇ 📈,22319.2,22432.25,22054.55,22403.85,20.27,20.0,1.06,1.69,0.38,0.51,1.19,1.59,0.63,Underestimated,Down to Up,No,0.92,Above High,-32108,-35906,-30232,FII Bearish (sold fut >10K),18854,73343,184951,PRO Hedging (bought puts >20K),HIGH (50% blowout history),BLOWOUT Down to Up | Actual 1.69% vs VIX predicted 1.06% (miss: +0.63%)
2024-05-23,Thursday,weekly,▂↓▁↑█→█ 📈,22614.1,22993.6,22577.45,22967.65,21.47,21.38,1.12,1.84,1.56,1.68,0.16,1.64,0.72,Underestimated,Down to Up,No,1.64,Above High,-7781,87400,10363,FII Neutral,12776,125601,-62216,PRO Bullish (bought fut + sold puts),LOW (9% blowout history),BLOWOUT Down to Up | Actual 1.84% vs VIX predicted 1.12% (miss: +0.72%)
2024-05-30,Thursday,monthly,▆↓▁↑█↓▃ 📉,22617.45,22705.75,22417.0,22488.65,24.18,24.18,1.27,1.28,0.57,0.39,0.89,1.01,0.01,Overestimated,Top to Down,No,-0.95,Below Low,-52665,167128,235131,FII Very Bearish (sold fut >10K + bought puts >20K),-5252,62213,134483,PRO Hedging (bought puts >20K),HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2024-06-06,Thursday,weekly,▅↓▁↑█↓▆ 📈,22798.6,22910.15,22642.6,22821.4,18.89,16.8,0.99,1.17,0.1,0.49,0.68,1.19,0.18,Overestimated,Down to Up,No,0.89,Above High,43772,470365,297079,FII Hedging (bought puts >20K),43946,377165,17641,PRO Mildly Bullish,HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2024-06-13,Thursday,weekly,█↓▁↑█↓▃ 📉,23480.95,23481.05,23353.9,23398.9,14.39,13.49,0.75,0.54,0.35,0.0,0.54,0.72,-0.21,Overestimated,Top to Down,Yes,0.33,Within Range,45726,162669,158557,FII Hedging (bought puts >20K),-4691,158953,20962,PRO Hedging (bought puts >20K),HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2024-06-20,Thursday,weekly,▇↓▁↑█↓▆ 📉,23586.15,23624.0,23442.6,23567.0,13.71,13.35,0.72,0.77,0.08,0.16,0.61,1.07,0.05,Overestimated,Top to Down,Yes,0.22,Within Range,56911,-32540,-35870,FII Bullish (bought fut + sold puts),6960,-34636,184088,PRO Hedging (bought puts >20K),SAFE (0% blowout history),Normal day | VIX prediction was accurate within 0.5%
2024-06-27,Thursday,monthly,▃↓▁↑█↓▇ 📈,23881.55,24087.45,23805.4,24044.5,14.05,14.15,0.74,1.18,0.68,0.86,0.32,1.61,0.45,Overestimated,Down to Up,No,0.74,Above High,61955,-56746,-82910,FII Bullish (bought fut + sold puts),-39015,-12247,282235,PRO Very Bearish (sold fut >10K + bought puts >20K),SAFE (0% blowout history),Normal day | VIX prediction was accurate within 0.5%
2024-07-04,Thursday,weekly,▆↓▁↑█↓▂ 📉,24369.95,24401.0,24281.0,24302.15,13.21,12.86,0.69,0.49,0.28,0.13,0.36,0.71,-0.2,Overestimated,Top to Down,Yes,0.06,Within Range,31842,163596,117068,FII Hedging (bought puts >20K),4754,203603,-82317,PRO Confident (sold puts >20K),HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2024-07-11,Thursday,weekly,█↓▁↑█↓▅ 📉,24396.55,24402.65,24193.75,24315.95,14.43,14.0,0.76,0.86,0.33,0.03,0.83,1.13,0.1,Overestimated,Top to Down,Yes,-0.03,Within Range,-47737,16751,36111,FII Very Bearish (sold fut >10K + bought puts >20K),1869,77706,213021,PRO Hedging (bought puts >20K),HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2024-07-18,Thursday,weekly,▂↓▁↑█↓▇ 📈,24543.8,24837.75,24504.45,24800.85,14.22,14.51,0.74,1.36,1.05,1.2,0.16,1.82,0.61,Underestimated,Down to Up,No,0.76,Above High,0,0,0,FII Neutral,0,0,0,PRO Neutral,LOW (9% blowout history),BLOWOUT Down to Up | Actual 1.36% vs VIX predicted 0.74% (miss: +0.61%)
2024-07-25,Thursday,monthly,▂↓▁↑█↓▇ 📈,24230.95,24426.15,24210.8,24406.1,11.76,12.62,0.62,0.89,0.72,0.81,0.08,1.44,0.27,Overestimated,Down to Up,Yes,-0.03,Within Range,-43058,177321,196266,FII Very Bearish (sold fut >10K + bought puts >20K),-23851,131048,17062,PRO Bearish (sold fut >10K),HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2024-08-01,Thursday,weekly,▅↓▁↑█↓▄ 📉,25030.95,25078.3,24956.4,25010.9,13.25,12.93,0.69,0.49,0.08,0.19,0.3,0.7,-0.21,Overestimated,Top to Down,No,0.24,Above High,-13297,45458,199464,FII Very Bearish (sold fut >10K + bought puts >20K),30178,100137,-99284,PRO Bullish (bought fut + sold puts),HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2024-08-08,Thursday,weekly,▆↓▁↑█↓▂ 📉,24248.55,24340.5,24079.7,24117.0,16.17,16.6,0.85,1.08,0.54,0.38,0.7,1.27,0.23,Overestimated,Top to Down,No,-0.74,Below Low,-14738,120498,207704,FII Very Bearish (sold fut >10K + bought puts >20K),11109,375563,-71144,PRO Bullish (bought fut + sold puts),HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2024-08-14,Wednesday,weekly,▇↓▁↑█↓▄ 📉,24184.4,24196.5,24099.7,24143.75,16.17,15.44,0.85,0.4,0.17,0.05,0.35,0.47,-0.45,Overestimated,Top to Down,Yes,0.02,Within Range,-36291,89268,162668,FII Very Bearish (sold fut >10K + bought puts >20K),7181,-512183,47304,PRO Hedging (bought puts >20K),HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2024-08-22,Thursday,weekly,█↓▁↑█↓▃ 📉,24863.4,24867.35,24784.45,24811.5,13.33,13.0,0.7,0.33,0.21,0.02,0.32,0.48,-0.36,Overestimated,Top to Down,No,0.17,Above High,-8466,121082,85400,FII Hedging (bought puts >20K),3776,-58478,37392,PRO Hedging (bought puts >20K),HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2024-08-29,Thursday,monthly,▂↓▁↑█↓▇ 📈,25035.3,25192.9,24998.5,25151.95,13.95,13.79,0.73,0.78,0.47,0.63,0.15,1.06,0.05,Overestimated,Down to Up,No,0.4,Above High,47880,60402,58601,FII Hedging (bought puts >20K),-3716,-23339,110540,PRO Hedging (bought puts >20K),HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2024-09-05,Thursday,weekly,▇↓▁↑█↓▂ 📉,25250.5,25275.45,25127.75,25145.1,14.38,14.21,0.75,0.58,0.42,0.1,0.49,0.78,-0.17,Overestimated,Top to Down,Yes,-0.21,Within Range,-18740,176634,149181,FII Very Bearish (sold fut >10K + bought puts >20K),-13541,-232939,81786,PRO Very Bearish (sold fut >10K + bought puts >20K),HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2024-09-12,Thursday,weekly,▃↓▁↑█↓▇ 📈,25059.65,25433.35,24941.45,25388.9,13.63,13.18,0.71,1.96,1.31,1.49,0.47,2.75,1.25,Underestimated,Down to Up,No,1.89,Above High,-6286,-88725,-61002,FII Confident (sold puts >20K),7605,-150444,303675,PRO Hedging (bought puts >20K),SAFE (0% blowout history),BLOWOUT Down to Up | Actual 1.96% vs VIX predicted 0.71% (miss: +1.25%)
2024-09-19,Thursday,weekly,▄↓▁↑█↓▂ 📉,25487.05,25611.95,25376.05,25415.8,13.37,12.47,0.7,0.93,0.28,0.49,0.44,1.32,0.23,Overestimated,Top to Down,Yes,0.15,Within Range,17235,101354,123157,FII Hedging (bought puts >20K),-4633,-66209,185058,PRO Hedging (bought puts >20K),HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
